State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,State Specific Comments,Rate Used in Calculating State Mean and Median
Alaska,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2019,Medicaid & CHIP,Administrative,30.3,32,41.8,31.7,47.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS population.,Yes
Alaska,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2019,Medicaid & CHIP,Administrative,8.0,32,2,0.8,4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS population.,Yes
Alaska,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2019,Medicaid & CHIP,Administrative,19.4,32,15.8,11.5,19.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS population.,Yes
Alaska,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,Lower rates are better for this measure,"Percentage of Live Births that Weighed Less Than 2,500 Grams",2019,Medicaid only,Administrative,7.0,51,9.5,10.7,8.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020 as well as the Centers for Disease Control and Prevention Wide-ranging ONline Data for Epidemiologic Research (CDC WONDER) data.",CMS calculated rate using CDC WONDER data.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12 to 21,AWC-CH,Higher rates are better for this measure,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 12 to 21,2019,Medicaid & CHIP,Administrative,25.1,49,50.6,41.7,56.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rate includes FFS population.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Year: Ages 12 to 24 Months,2019,Medicaid & CHIP,Administrative,88.2,47,95.5,94.4,96.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS population. State identifies Medicaid and CHIP enrollment for the year and did not apply measurement enrollment criteria.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Year: Ages 25 Months to 6 Years,2019,Medicaid & CHIP,Administrative,73.3,47,87.7,85.7,90.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS population. State identifies Medicaid and CHIP enrollment for the year and did not apply measurement enrollment criteria.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Two Years: Ages 7 to 11 Years,2019,Medicaid & CHIP,Administrative,78.8,47,91.1,89.1,93.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS population. State identifies Medicaid and CHIP enrollment for the year and did not apply measurement enrollment criteria.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Two Years: Ages 12 to 19 Years,2019,Medicaid & CHIP,Administrative,79.5,47,90.3,88.2,92.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS population. State identifies Medicaid and CHIP enrollment for the year and did not apply measurement enrollment criteria.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16 to 20,CHL-CH,Higher rates are better for this measure,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16 to 20,2019,Medicaid & CHIP,Administrative,49.9,47,49.9,44.7,58.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rate includes FFS population. State did not apply optional exclusions.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0 to 3,DEV-CH,Higher rates are better for this measure,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0 to 3",2019,Medicaid & CHIP,Administrative,3.8,28,32.7,21.8,54,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS population. In 2014, state established a modifier policy to identify the nine standardized developmental screening tools included in the measure specifications. Claims filed without this modifier were excluded from measure calculations. State attributes its lower rate to the inconsistent adoption of the modifier among the state’s providers.",Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2019,Medicaid & CHIP,Administrative,0.9,45,34.4,30.5,39.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS population. State did not apply optional exclusions. State attributes lower performance rates to not including vaccinations administered at pharmacies.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by Their 13th Birthday,2019,Medicaid & CHIP,Administrative,9.7,44,78.6,66.7,85.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS population. State did not apply optional exclusions. State attributes lower performance rates to not including vaccinations administered at pharmacies.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrician/Gynecologist who had Body Mass Index Percentile Documented in the Medical Record: Ages 3 to 17,2019,Medicaid & CHIP,Administrative,14.8,38,69.7,45.8,80,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rate includes FFS population.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Higher rates are better for this measure,Percentage who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2019,Medicaid & CHIP,Administrative,69.2,48,64,57.3,69.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rate includes FFS population.,Yes
Alaska,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life",W34-CH,Higher rates are better for this measure,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3 to 6,2019,Medicaid & CHIP,Administrative,43.0,49,69,61.8,74.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rate includes FFS population.,Yes
Arizona,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 6 to 17,2019,Medicaid & CHIP,Administrative,69.5,44,41.9,35,58.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (16 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, representing less than 10 percent of the population. Rates include services provided by additional provider types, including Federally Qualified Health Centers, regional health centers, integrated care clinics, and behavioral health outpatient clinics. Rates are provisional. State conducted an internal audit of the rates.",Yes
Arizona,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 6 to 17,2019,Medicaid & CHIP,Administrative,85.8,44,66.3,58.6,79.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (16 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, representing less than 10 percent of the population. Rates include services provided by additional provider types, including Federally Qualified Health Centers, regional health centers, integrated care clinics, and behavioral health outpatient clinics. Rates are provisional. State conducted an internal audit of the rates.",Yes
Arizona,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6 to 12,2019,Medicaid only,Administrative,58.8,40,48.6,41.9,55.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include mental health/substance use managed care population (3 MCOs). Rates exclude FFS population, long-term care system elderly/physically disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population. Rates are provisional.",Yes
Arizona,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6 to 12,2019,Medicaid only,Administrative,66.0,40,58.6,52,67.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include mental health/substance use managed care population (3 MCOs). Rates exclude FFS population, long-term care system elderly/physically disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population. Rates are provisional.",Yes
Arizona,Behavioral Health Care,Child Core Set,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics: Ages 1 to 17,APP-CH,Higher rates are better for this measure,Percentage who had a New Prescription for an Antipsychotic Medication and had Documentation of Psychosocial Care as First-Line Treatment: Ages 1 to 17,2019,Medicaid only,Administrative,71.3,29,62.8,57.2,69.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes mental Health/substance use managed care population (3 MCOs). Rate excludes FFS population, long-term care system elderly/physically disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population. Rate is provisional.",Yes
Arizona,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1 to 17,APC-CH,Lower rates are better for this measure,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1 to 17,2019,Medicaid & CHIP,Administrative,1.0,42,2.6,3.5,1.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (16 MCOs), representing more than 90 percent of the population. Rate excludes FFS population, representing less than 10 percent of the population. Rate is provisional. State conducted an internal audit of the rate.",Yes
Arizona,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0 to 19,AMB-CH,Lower rates are better for this measure,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0 to 19",2019,Medicaid only,Administrative,40.5,47,43.6,50.1,37,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (7 MCOs), representing more than 90 percent of the population. Rate excludes FFS population, long-term care system elderly/physically disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rate is provisional.",Yes
Arizona,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11,2019,Medicaid only,Administrative,71.9,39,72.8,67.9,79.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (7 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, state long-term care elderly disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rates are provisional.",Yes
Arizona,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18,2019,Medicaid only,Administrative,61.6,39,64.6,59.9,68.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (7 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, state long-term care elderly disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rates are provisional.",Yes
Arizona,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18,2019,Medicaid only,Administrative,67.1,40,69.4,65.6,74,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (7 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, state long-term care elderly disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rates are provisional.",Yes
Arizona,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Higher rates are better for this measure,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6 to 9,2019,Medicaid only,Administrative,22.7,35,22.7,19.1,25.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (7 MCOs), representing more than 90 percent of the population. Rate excludes FFS population, state long-term care elderly disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rate is provisional.",Yes
Arizona,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1 to 20,PDENT-CH,Higher rates are better for this measure,Percentage Enrolled in Medicaid or Medicaid Expansion CHIP Programs for at least 90 Continuous Days with at Least 1 Preventive Dental Service: Ages 1 to 20,2019,Medicaid only,Administrative,48.6,51,49.1,44.1,52.1,,"Mathematica analysis of FFY 2019 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b as of July 1, 2020.",None,Yes
Arizona,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2019,Medicaid only,Administrative,1.7,32,4.1,2.4,7.4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (6 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, state long-term care elderly disabled population, Comprehensive Medical and Dental Program (CMDP) population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rates are provisional.",Yes
Arizona,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2019,Medicaid only,Administrative,28.6,32,41.8,31.7,47.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (6 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, state long-term care elderly disabled population, Comprehensive Medical and Dental Program (CMDP) population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rates are provisional.",Yes
Arizona,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2019,Medicaid only,Administrative,1.1,32,2,0.8,4,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (6 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, state long-term care elderly disabled population, Comprehensive Medical and Dental Program (CMDP) population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rates are provisional.",Yes
Arizona,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2019,Medicaid only,Administrative,11.4,32,15.8,11.5,19.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (6 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, state long-term care elderly disabled population, Comprehensive Medical and Dental Program (CMDP) population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rates are provisional.",Yes
Arizona,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,Lower rates are better for this measure,"Percentage of Live Births that Weighed Less Than 2,500 Grams",2019,Medicaid only,Administrative,8.1,51,9.5,10.7,8.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020 as well as the Centers for Disease Control and Prevention Wide-ranging ONline Data for Epidemiologic Research (CDC WONDER) data.",CMS calculated rate using CDC WONDER data.,Yes
Arizona,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12 to 21,AWC-CH,Higher rates are better for this measure,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 12 to 21,2019,Medicaid & CHIP,Administrative,41.5,49,50.6,41.7,56.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (16 MCOs), representing more than 90 percent of the population. Rate excludes FFS population, representing less than 10 percent of the population. Rate includes services provided by additional provider types, including Federally Qualified Health Centers, regional health centers, integrated care clinics, and other clinics. Rate is provisional. State conducted an internal audit of the rate.",Yes
Arizona,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Year: Ages 12 to 24 Months,2019,Medicaid only,Administrative,94.8,47,95.5,94.4,96.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (7 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, state long-term care elderly disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rates are provisional.",Yes
Arizona,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Year: Ages 25 Months to 6 Years,2019,Medicaid only,Administrative,84.2,47,87.7,85.7,90.1,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (7 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, state long-term care elderly disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rates are provisional.",Yes
Arizona,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Two Years: Ages 7 to 11 Years,2019,Medicaid only,Administrative,88.4,47,91.1,89.1,93.6,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (7 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, state long-term care elderly disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rates are provisional.",Yes
Arizona,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months to 19 Years,CAP-CH,Higher rates are better for this measure,Percentage with a PCP Visit in the Past Two Years: Ages 12 to 19 Years,2019,Medicaid only,Administrative,86.1,47,90.3,88.2,92.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rates include managed care population (7 MCOs), representing more than 90 percent of the population. Rates exclude FFS population, state long-term care elderly disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rates are provisional.",Yes
Arizona,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16 to 20,CHL-CH,Higher rates are better for this measure,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16 to 20,2019,Medicaid only,Administrative,45.8,47,49.9,44.7,58.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (7 MCOs), representing more than 90 percent of the population. Rate excludes FFS population, state long-term care elderly disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rate is provisional.",Yes
Arizona,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0 to 3,DEV-CH,Higher rates are better for this measure,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0 to 3",2019,Medicaid only,Administrative,29.9,28,32.7,21.8,54,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (7 MCOs), representing more than 90 percent of the population. Rate excludes FFS population, state long-term care elderly disabled population, Children’s Rehabilitative Services (CRS) population, and Serious Mental Illness (SMI) population, representing less than 10 percent of the population. Rate includes standardized screening tools, which may include global and non-global screenings. As a result, the state's method deviates from Core Set specifications because it cannot differentiate between global and non-global screenings. Rate is provisional.",Yes
Arizona,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Higher rates are better for this measure,Percentage who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2019,Medicaid & CHIP,Administrative,61.6,48,64,57.3,69.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (16 MCOs), representing more than 90 percent of the population. Rate excludes FFS population, representing less than 10 percent of the population. Rate includes services provided by additional provider types, including Federally Qualified Health Centers, regional health centers, integrated care clinics, and other clinics. Rate is provisional. State conducted an internal audit of the rate.",Yes
Arizona,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life",W34-CH,Higher rates are better for this measure,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3 to 6,2019,Medicaid & CHIP,Administrative,61.8,49,69,61.8,74.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes managed care population (16 MCOs), representing more than 90 percent of the population. Rate excludes FFS population, representing less than 10 percent of the population. Rate includes services provided by additional provider types, including Federally Qualified Health Centers, regional health centers, integrated care clinics, and other clinics. Rate is provisional. State conducted an internal audit of the rate.",Yes
Arkansas,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 6 to 17,2019,Medicaid & CHIP,Administrative,45.1,44,41.9,35,58.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Yes
Arkansas,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6 to 17,FUH-CH,Higher rates are better for this measure,Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 6 to 17,2019,Medicaid & CHIP,Administrative,69.3,44,66.3,58.6,79.5,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Yes
Arkansas,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6 to 12,2019,Medicaid & CHIP,Administrative,61.7,40,48.6,41.9,55.8,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Yes
Arkansas,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6 to 12,ADD-CH,Higher rates are better for this measure,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits in the 9 Months Following the Initiation Phase: Ages 6 to 12,2019,Medicaid & CHIP,Administrative,69.1,40,58.6,52,67.3,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rates include FFS and PCCM populations. Rates were audited by the state's data contractor.,Yes
Arkansas,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1 to 17,APC-CH,Lower rates are better for this measure,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1 to 17,2019,Medicaid & CHIP,Administrative,1.0,42,2.6,3.5,1.7,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.",Rate includes FFS and PCCM populations. Rate was audited by the state's data contractor.,Yes
Arkansas,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0 to 19,AMB-CH,Lower rates are better for this measure,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0 to 19",2019,Medicaid & CHIP,Administrative,42.0,47,43.6,50.1,37,,"Mathematica analysis of MACPro reports for the FFY 2019 reporting cycle as of May 31, 2020.","Rate includes FFS, PCCM, and MCO populations (2 MCOs). Rate was audited by the state's data contractor.",Yes
