GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "23000","Maine",1,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",53576.3,53545.6,54435.5,55000.7,54454.8,53543.7,55287.3,56871.2,57891.4,59478.7,60768.1
 "24000","Maryland",2,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",271158.1,267519.9,273116.0,281917.0,286716.0,282682.1,287923.5,303388.3,313333.2,316802.3,328105.7
 "25000","Massachusetts",1,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",330078.9,327855.1,337928.3,346692.3,359095.5,356915.3,368188.7,390534.7,394638.7,407011.1,418917.9
 "26000","Michigan",3,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",396274.2,377478.4,386607.0,400197.1,409884.8,409182.9,425385.8,452049.4,463663.7,471111.9,486642.1
 "27000","Minnesota",4,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",247353.0,236305.7,243923.5,254761.8,264066.8,263017.7,273612.0,286901.3,289754.8,295849.5,307540.0
 "28000","Mississippi",5,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",110774.7,109685.1,110928.8,112693.4,115021.5,114682.1,116791.9,118098.2,119294.1,120869.5,122002.9
 "29000","Missouri",4,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",266131.5,261595.2,261949.0,264195.7,271061.2,267818.3,274322.0,284047.2,290535.1,295763.3,305950.4
 "30000","Montana",7,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",38460.3,38039.7,39649.5,41457.1,43338.9,42546.9,44031.0,45828.7,46949.7,48142.6,50282.6
 "31000","Nebraska",4,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",85815.1,84628.2,86861.0,94636.2,95373.5,94716.1,98990.8,103197.5,101330.5,102545.9,106597.9
 "32000","Nevada",8,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",108612.2,102554.7,105496.9,107036.0,110396.3,109239.2,116809.7,126356.6,131795.3,136913.3,142193.7
 "33000","New Hampshire",1,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",59727.3,59207.6,60601.7,62641.4,64055.2,63110.6,64684.7,67320.0,68438.9,70105.9,72859.9
 "34000","New Jersey",2,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",427255.6,413139.8,415351.1,422549.5,430479.4,432620.4,445155.6,464865.6,469915.2,481061.1,490275.7
 "35000","New Mexico",6,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",75825.5,75245.9,76643.8,78070.9,78598.1,76140.6,79908.8,82861.6,84757.5,84816.9,88922.3
 "36000","New York",2,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",859065.0,843664.6,863296.7,890152.8,917628.5,917824.4,938992.0,976335.8,996101.2,1049840.3,1070638.3
 "37000","North Carolina",5,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",405945.0,391657.2,391799.9,396523.4,415083.3,404814.7,424196.2,447825.4,457408.7,469294.1,484300.9
 "38000","North Dakota",4,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",31964.5,31563.9,34445.1,37429.3,42793.3,41870.7,44151.6,42915.1,41799.1,41688.8,43216.9
 "39000","Ohio",3,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",498750.0,489137.5,492393.4,513527.1,525966.1,525407.2,540330.3,561307.1,566820.1,579920.1,598401.7
 "40000","Oklahoma",6,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",169509.7,156467.3,160539.0,168672.2,176414.2,182391.9,192185.7,187296.7,178719.0,183477.0,191625.0
 "41000","Oregon",8,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",151384.4,145625.4,147361.5,151791.6,156747.3,156874.7,165984.5,179151.1,182509.9,189022.1,195792.0
 "42000","Pennsylvania",2,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",567551.3,555518.2,568083.2,584801.1,597932.1,594296.5,614709.2,637721.2,648065.4,659950.7,685698.8
 "44000","Rhode Island",1,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",46803.7,45780.0,47810.7,48382.8,49503.2,48810.3,49632.7,51454.5,51172.9,52831.3,54248.7
 "45000","South Carolina",5,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",174417.3,169740.0,174238.6,179157.8,185043.3,185838.7,196367.6,207975.6,212872.7,220664.5,226401.8
 "46000","South Dakota",4,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",40069.4,39502.0,40468.4,43015.8,42446.1,42821.7,44127.6,45922.1,45823.2,46340.1,48659.5
 "47000","Tennessee",5,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",255979.9,254563.1,263035.5,272376.7,279876.5,278991.3,289575.3,303693.8,312570.9,318395.6,328024.0
 "48000","Texas",6,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",1053601.4,1006295.6,1051158.6,1122892.5,1179228.3,1190094.9,1260096.6,1286832.5,1271228.5,1328582.1,1386862.3
 "49000","Utah",7,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",99126.4,94527.5,96456.7,101111.8,106343.7,107712.0,113830.2,122911.9,129376.5,134827.0,140704.9
 "50000","Vermont",1,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",27070.1,26658.6,27301.4,28060.0,28203.1,28185.0,28394.3,29337.8,29750.4,29810.8,30594.1
 "51000","Virginia",5,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",368603.9,360265.4,370830.2,383702.8,394714.5,387774.5,400069.9,419305.4,425356.4,434821.2,448049.5
 "53000","Washington",8,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",301548.3,287531.4,292578.6,302844.3,318741.3,319145.5,337218.7,356532.3,370236.2,385815.4,402539.1
 "54000","West Virginia",5,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",70387.6,70579.1,70991.2,73084.4,73727.1,72288.7,73836.3,74543.2,74212.6,76255.0,78067.5
 "55000","Wisconsin",3,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",251383.4,247720.2,250409.7,257262.3,263610.5,262633.8,269731.7,281326.0,285847.1,292635.4,303039.6
 "56000","Wyoming",7,SARPI,1,"...","Real personal income (millions of chained (2012) dollars)","Millions of chained 2012 dollars",29385.5,27168.5,28182.7,29956.5,32266.4,31694.5,33237.8,33733.8,32068.3,32733.2,34920.8
 "00000","United States", ,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",43431,41750,42367,43553,44605,44264,45776,47546,47930,49005,50420
 "01000","Alabama",5,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",40524,39734,40198,40776,40815,40669,41697,43290,43922,44545,45397
 "02000","Alaska",8,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",47573,46942,49086,50909,50968,49660,51144,53048,51069,51243,52816
 "04000","Arizona",6,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",37637,35583,35734,36486,37254,37515,38818,40181,40963,41949,42742
 "05000","Arkansas",5,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",39117,38328,38145,39470,41363,40795,42888,43797,44611,45655,47158
 "06000","California",8,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",41333,39710,40222,41603,43311,43093,44859,47694,48579,49609,51274
 "08000","Colorado",7,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",45264,42156,42219,43894,45230,45816,48431,49579,49564,51345,53315
 "09000","Connecticut",1,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",58857,57928,59427,59782,59535,57900,59609,61219,62658,64045,66978
 "10000","Delaware",2,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",42512,42024,41576,44027,43615,43552,44295,46637,46749,47714,49436
 "11000","District of Columbia",2,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",56274,55357,56315,58469,58206,57375,58772,62776,65256,64542,65697
 "12000","Florida",5,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",41448,39025,40674,41304,41559,40539,42273,44275,44044,45295,46346
 "13000","Georgia",5,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",40039,38986,39174,40634,40483,40195,42124,43680,44400,45479,46471
 "15000","Hawaii",8,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",37928,37655,37451,38033,38081,37569,38887,40374,41394,42381,43595
 "16000","Idaho",7,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",36600,35075,35787,36684,37748,38388,39438,41547,42535,43272,44193
 "17000","Illinois",3,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",45998,43353,43688,44582,45825,46698,48528,50622,51086,51926,53893
 "18000","Indiana",3,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",41128,39784,40633,41925,43112,42914,44062,45995,46981,47761,48997
 "19000","Iowa",4,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",46309,44456,44713,46466,47657,47431,48301,49974,49742,50003,52288
 "20000","Kansas",4,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",48623,46494,46076,48127,49860,49776,50253,51104,50826,51468,53125
 "21000","Kentucky",5,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",39237,38649,39172,39931,40313,39779,41479,42863,43679,44431,44959
 "22000","Louisiana",5,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",44497,42537,43227,43436,44444,44350,45732,46218,45812,46468,48178
 "23000","Maine",1,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",40267,40272,41002,41407,41013,40319,41553,42816,43484,44566,45381
 "24000","Maryland",2,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",47697,46684,47181,48278,48703,47725,48331,50687,52193,52591,54360
 "25000","Massachusetts",1,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",51025,50303,51464,52421,53894,53165,54445,57480,57834,59333,60866
 "26000","Michigan",3,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",39839,38123,39140,40496,41414,41277,42839,45516,46597,47238,48742
 "27000","Minnesota",4,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",47142,44745,45929,47653,49114,48586,50194,52335,52466,53151,54857
 "28000","Mississippi",5,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",37579,37071,37343,37833,38548,38372,39055,39518,39925,40445,40927
 "29000","Missouri",4,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",44925,43884,43687,43957,44994,44336,45296,46782,47729,48433,49979
 "30000","Montana",7,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",39389,38659,40022,41569,43176,41977,43089,44473,45107,45742,47407
 "31000","Nebraska",4,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",47771,46687,47477,51414,51461,50779,52674,54565,53175,53522,55358
 "32000","Nevada",8,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",40930,38200,39038,39457,40232,39352,41457,44074,45173,46100,46970
 "33000","New Hampshire",1,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",45389,44987,46023,47448,48372,47572,48513,50376,50986,51977,53832
 "34000","New Jersey",2,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",49047,47186,47202,47864,48670,48845,50218,52421,52973,54140,55174
 "35000","New Mexico",6,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",37712,36943,37124,37526,37655,36391,38242,39660,40522,40548,42491
 "36000","New York",2,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",44714,43697,44500,45651,46883,46769,47783,49675,50735,53592,54819
 "37000","North Carolina",5,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",43606,41447,40922,41058,42575,41126,42706,44641,45044,45703,46650
 "38000","North Dakota",4,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",48610,47467,51051,54623,61031,57990,59875,56912,55405,55221,57008
 "39000","Ohio",3,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",43312,42427,42671,44482,45542,45385,46569,48316,48719,49737,51249
 "40000","Oklahoma",6,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",46201,42089,42697,44524,46196,47335,49556,47908,45518,46671,48633
 "41000","Oregon",8,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",40168,38236,38400,39202,40202,39994,41881,44612,44624,45618,46819
 "42000","Pennsylvania",2,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",45000,43856,44692,45882,46834,46516,48068,49881,50700,51608,53566
 "44000","Rhode Island",1,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",44364,43449,45363,45919,46939,46262,47004,48723,48424,50045,51261
 "45000","South Carolina",5,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",38511,36981,37587,38347,39226,39008,40710,42514,42935,43946,44531
 "46000","South Dakota",4,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",50142,48945,49584,52230,50921,50838,51968,53774,53098,53089,55377
 "47000","Tennessee",5,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",40974,40368,41388,42564,43366,42959,44269,46076,47031,47459,48441
 "48000","Texas",6,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",43342,40574,41643,43785,45208,44943,46732,46845,45540,46954,48443
 "49000","Utah",7,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",37223,34709,34755,35927,37269,37172,38759,41220,42532,43478,44618
 "50000","Vermont",1,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",43371,42666,43621,44749,45046,45009,45415,46924,47703,47747,49001
 "51000","Virginia",5,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",47055,45454,46217,47364,48224,46989,48137,50145,50577,51376,52704
 "53000","Washington",8,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",45952,43125,43391,44362,46214,45828,47801,49770,50754,51973,53502
 "54000","West Virginia",5,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",38248,38197,38286,39371,39705,38992,39923,40468,40531,41967,43268
 "55000","Wisconsin",3,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",44564,43695,44005,45092,46086,45781,46897,48833,49518,50540,52182
 "56000","Wyoming",7,SARPI,2,"...","Real per capita personal income (chained (2012) dollars) 2/","Chained 2012 dollars",53815,48528,49926,52805,55988,54446,57058,57604,54891,56541,60458
"Note: See the included footnote file."
"SARPI: Real Personal Income by state 1/"
"Last updated: May 18, 2020-- new statistics for 2018; revised statistics for 2010-2017. Real per capita personal income was revised 2010-2017."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
